edition,round,score,team1,team2,venue,year
1998-FRANCE,GROUP_STAGE,2-2 (2-0),Netherlands (Nederland),Mexico (México),Saint-Étienne.,1998
1998-FRANCE,GROUP_STAGE,1-1 (1-0),Belgium (België),South Korea (한국),Paris.,1998
1998-FRANCE,GROUP_STAGE,0-1 (0-1),USA,Yugoslavia (Југославија),Nantes.,1998
1998-FRANCE,GROUP_STAGE,2-0 (0-0),Germany (Deutschland),Iran (ایران),Montpellier.,1998
1998-FRANCE,GROUP_STAGE,1-0 (1-0),Argentina,Croatia (Hrvatska),Bordeaux.,1998
1998-FRANCE,GROUP_STAGE,1-2 (0-1),Japan (日本),Jamaica,Lyon.,1998
1998-FRANCE,GROUP_STAGE,0-2 (0-2),Colombia,England,Lens.,1998
1998-FRANCE,GROUP_STAGE,1-1 (0-1),Romania (România),Tunisia (تونس),Paris.,1998
1998-FRANCE,1/8_FINAL,1-0 (1-0),Italy (Italia),Norway (Norge),Marseille.,1998
1998-FRANCE,1/8_FINAL,4-1 (3-0),Brazil (Brasil),Chile,Paris.,1998
1998-FRANCE,1/8_FINAL,1-0 (0-0) (a.e.t.),France,Paraguay,Lens.,1998
1998-FRANCE,1/8_FINAL,1-4 (0-2),Nigeria,Denmark (Danmark),Paris.,1998
1998-FRANCE,1/8_FINAL,2-1 (0-0),Germany (Deutschland),Mexico (México),Montpellier.,1998
1998-FRANCE,1/8_FINAL,2-1 (1-0),Netherlands (Nederland),Yugoslavia (Југославија),Toulouse.,1998
1998-FRANCE,1/8_FINAL,0-1 (0-1),Romania (România),Croatia (Hrvatska),Bordeaux.,1998
1998-FRANCE,1/8_FINAL,2-2 (2-2) (a.e.t.) (p.k.),Argentina,England,Saint-Étienne.,1998
1998-FRANCE,1/4_FINAL,0-0 (0-0) (a.e.t.) (p.k.),Italy (Italia),France,Paris.,1998
1998-FRANCE,1/4_FINAL,3-2 (2-1),Brazil (Brasil),Denmark (Danmark),Nantes.,1998
1998-FRANCE,1/4_FINAL,2-1 (1-1),Netherlands (Nederland),Argentina,Marseille.,1998
1998-FRANCE,1/4_FINAL,0-3 (0-1),Germany (Deutschland),Croatia (Hrvatska),Lyon.,1998
1998-FRANCE,1/2_FINAL,1-1 (0-0) (a.e.t.) (p.k.),Brazil (Brasil),Netherlands (Nederland),Marseille.,1998
1998-FRANCE,1/2_FINAL,2-1 (0-0),France,Croatia (Hrvatska),Paris.,1998
1998-FRANCE,PLACES_3&4,2-1 (2-1),Croatia (Hrvatska),Netherlands (Nederland),Paris.,1998
1998-FRANCE,_FINAL,3-0 (2-0),France,Brazil (Brasil),Paris.,1998
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,5-0 (2-0),Trinidad and Tobago,Dutch Antilles (Nederlandse Antillen),Port_of_Spain.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,3-0 (2-0),Honduras,Nicaragua,San_Pedro_Sula.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,2-2 (1-0),Barbados,Grenada,Bridgetown.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,4-0 (1-0),Cuba,Cayman Islands,La_Habana.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-0 (0-0),Saint Lucia,Surinam (Suriname),Castries.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,9-0 (5-0),Saint Vincent & The Grenadines,US Virgin Islands,Kingstown.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-5 (0-3),British Virgin Islands,Bermuda,Road Town.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-3 (0-3),Anguilla,Bahamas,The_Valley.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,3-0 (3-0),Dominican Republic (República Dominicana),Montserrat,San_Cristóbal.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,5-0 (2-0),El Salvador,Belize,San_Salvador.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,4-2 (0-2),Aruba,Puerto Rico,Oranjestad.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,4-0 (0-0),Haiti (Haïti),Dominica,Port-au-Prince.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,2-3 (0-2),Grenada,Barbados,St._Georges.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,2-2 (2-2),Puerto Rico,Aruba,San_Juan.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,8-0 (2-0),Saint Kitts & Nevis,Turks and Caicos,Basseterre.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-1 (1-0),Dutch Antilles (Nederlandse Antillen),Trinidad and Tobago,Willemstad.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,0-0 (0-0),Cayman Islands,Cuba,Georgetown.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-0 (0-0) (p.k.),Surinam (Suriname),Saint Lucia,Paramaribo.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-5 (0-3),US Virgin Islands,Saint Vincent & The Grenadines,St._Croix.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,9-0 (2-0),Bermuda,British Virgin Islands,Hamilton.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,2-1 (1-1),Bahamas,Anguilla,Nassau.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-3 (0-1),Montserrat,Dominican Republic (República Dominicana),Port_of_Spain.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-3 (1-0),Dominica,Haiti (Haïti),Roseau.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-2 (1-1),Belize,Guatemala,San_Pedro_Sula.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,0-2 (0-1),Nicaragua,Panama (Panamá),Diriamba.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,0-6 (0-2),Turks and Caicos,Saint Kitts & Nevis,Basseterre.,2000
2002-KOREA/JAPAN,PRELIMINARY-S.America,0-0 (0-0),Colombia,Brazil (Brasil),Bogotá.,2000
2002-KOREA/JAPAN,PRELIMINARY-S.America,2-0 (1-0),Ecuador,Venezuela,Quito.,2000
2002-KOREA/JAPAN,PRELIMINARY-S.America,1-0 (1-0),Uruguay,Bolivia,Montevideo.,2000
2002-KOREA/JAPAN,PRELIMINARY-S.America,2-0 (0-0),Peru (Perú),Paraguay,Lima.,2000
2002-KOREA/JAPAN,PRELIMINARY-S.America,4-1 (2-1),Argentina,Chile,Buenos Aires.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-3 (0-2),Aruba,Barbados,Oranjestad.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,9-0 (6-0),Haiti (Haïti),Bahamas,Port-au-Prince.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-0 (1-0),Cuba,Surinam (Suriname),La_Habana.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,3-0 (0-0),Trinidad and Tobago,Dominican Republic (República Dominicana),Port_of_Spain.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,0-1 (0-0),Guatemala,El Salvador,Guatemala.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-0 (0-0),Panama (Panamá),Honduras,Panamá.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-2 (0-0),Mauritania (موريتانيا),Tunisia (تونس),Nouakchott.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-1 (1-0),Djibouti (جيبوتي),D.R. Congo (R.D. Congo),Djibouti.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-0 (0-0),Guinea-Bissau (Guiné-Bissau),Togo,Bissau.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,2-0 (1-0),Madagascar (Madagasikara),Gabon,Antananarivo.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-1 (0-1),Botswana,Zambia,Gaborone.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,2-0 (1-0),São Tomé e Príncipe,Sierra Leone,São_Tomé.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-1 (1-1),Seychelles,Namibia,Victoria.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,2-0 (0-0),Malawi (Malaŵi),Kenya,Blantyre.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-1 (0-1),Tanzania,Ghana,Arusha.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,4-4 (0-1),Uganda,Guinea (Guinée),Kampala.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-0 (0-0),Cape Verde (Cabo Verde),Algeria (الجزائر),Mindelo.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-1 (0-0),Gambia,Morocco (المغرب),Banjul.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-1 (1-1),Benin (Bénin),Senegal (Sénégal),Cotonou.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-2 (0-1),Lesotho,South Africa (Suid-Afrika),Maseru.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-1 (0-0),Swaziland (Swatini),Angola,Mbabane.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-0 (1-0),Sudan (السودان),Mozambique (Moçambique),Khartoum.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-1 (0-1),Central African Republic (Centrafrique),Zimbabwe,Bangui.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,2-2 (0-1),Rwanda,Ivory Coast (Côte d'Ivoire),Kigali.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-3 (1-2),Equatorial Guinea (Guinea Ecuatorial),Congo,Malabo.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,3-0 (1-0),Libya (ليبيا),Mali,Tripoli.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-0 (0-0),Eritrea (ኤርትራ / إرتريا),Nigeria,Asmara.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,2-1 (0-0),Ethiopia (ኢትዮጵያ),Burkina Faso,Addis Ababa.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-1 (0-1),Chad (Tchad / تشاد),Liberia,Ndjaména.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,4-0 (1-0),Barbados,Aruba,Bridgetown.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,0-0 (0-0),Surinam (Suriname),Cuba,Paramaribo.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-0 (0-0),Saint Vincent & The Grenadines,Saint Kitts & Nevis,Kingstown.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,0-0 (0-0),Antigua and Barbuda,Bermuda,St._Johns.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,0-4 (0-1),Bahamas,Haiti (Haïti),Nassau.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,0-1 (0-0),Dominican Republic (República Dominicana),Trinidad and Tobago,San_Cristóbal.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-3 (0-1),Belize,El Salvador,Orange Walk.,2000
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,0-1 (0-0),Nicaragua,Honduras,Diriamba.,2000
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-3 (0-3),Somalia (Soomaaliya),Cameroon (Cameroun),Yaoundé.,2000
